000132,6,114.317497,22.709316,547,0.00,0,0.0,1512264237,755ED,20171203
000132,6,114.315761,22.708961,120,0.00,74,0.0,1512264343,755ED,20171203
000132,6,114.317383,22.709771,185,0.00,80,0.0,1512264403,755ED,20171203
000132,6,114.312845,22.709012,285,0.00,107,0.0,1512264624,755ED,20171203
000132,6,114.316053,22.708617,809,0.00,137,0.0,1512264868,755ED,20171203
000132,6,114.317383,22.709771,185,0.00,82,0.0,1512264972,755ED,20171203
000132,6,114.312845,22.709012,285,0.00,64,0.0,1512265243,755ED,20171203
000132,6,114.313162,22.70893,183,0.00,257,0.0,1512265313,755ED,20171203
000132,6,114.315761,22.708961,120,0.00,9,0.0,1512265374,755ED,20171203
000132,6,114.317383,22.709771,185,0.00,137,0.0,1512265446,755ED,20171203
000132,6,114.316584,22.709162,141,0.00,132,0.0,1512265715,755ED,20171203
000132,6,114.316584,22.709162,141,0.00,121,0.0,1512265842,755ED,20171203
000132,6,114.316584,22.709162,141,0.00,121,0.0,1512266142,755ED,20171203
000132,6,114.312845,22.709012,285,0.00,107,0.0,1512266143,755ED,20171203
000132,6,114.312845,22.709012,285,0.00,295,0.0,1512266722,755ED,20171203
000132,6,114.312845,22.709012,285,0.00,345,0.0,1512267206,755ED,20171203
000132,6,114.315761,22.708961,120,0.00,275,0.0,1512267478,755ED,20171203
000132,6,114.317497,22.709316,547,0.00,285,0.0,1512267598,755ED,20171203
000132,6,114.314963,22.708448,136,0.00,5,0.0,1512267786,755ED,20171203
000132,6,114.31582,22.708635,151,0.00,70,0.0,1512267846,755ED,20171203
000132,1,114.316787,22.706493,7,52.00,316.29,5.42,1512267990,755ED,20171203
000132,1,114.316807,22.706615,7,50.00,32.9,0.93,1512267998,755ED,20171203
000132,1,114.317005,22.706485,9,51.00,124.5,3.59,1512268006,755ED,20171203
000132,1,114.317336,22.706251,9,49.00,123.8,6.49,1512268012,755ED,20171203
000132,1,114.317676,22.706044,7,51.00,127.3,8.4,1512268017,755ED,20171203
000132,1,114.318003,22.705801,8,51.00,131.39,8.82,1512268022,755ED,20171203
000132,1,114.318396,22.705573,8,56.00,126.5,9.39,1512268027,755ED,20171203
000132,1,114.319228,22.704969,5,59.00,127.8,10.39,1512268037,755ED,20171203
000132,1,114.319921,22.704465,3,58.00,129.39,9.03,1512268046,755ED,20171203
000132,1,114.32021,22.704239,5,63.00,129.39,7.77,1512268051,755ED,20171203
000132,1,114.320579,22.704011,6,58.00,126.5,7.59,1512268056,755ED,20171203
000132,1,114.320801,22.703802,6,54.00,134.5,6.45,1512268061,755ED,20171203
000132,1,114.320864,22.70342,5,60.00,201.39,5.63,1512268071,755ED,20171203
000132,1,114.320738,22.703046,8,42.00,205.5,6.9,1512268077,755ED,20171203
000132,1,114.320579,22.702778,10,43.00,207.6,7.02,1512268082,755ED,20171203
000132,1,114.320415,22.702576,8,40.00,216.69,5.11,1512268087,755ED,20171203
000132,1,114.320196,22.702493,9,40.00,248.8,4.03,1512268092,755ED,20171203
000132,1,114.319977,22.702682,6,40.00,305.2,6.02,1512268097,755ED,20171203
000132,1,114.319698,22.702808,6,41.00,299.7,7.26,1512268102,755ED,20171203
000132,1,114.31937,22.703052,5,41.00,304.5,8.88,1512268107,755ED,20171203
000132,1,114.318336,22.70355,10,45.00,293.79,11.39,1512268118,755ED,20171203
000132,1,114.31763,22.704107,5,47.00,302.7,10.49,1512268127,755ED,20171203
000132,1,114.316689,22.704374,5,45.00,283.29,10.56,1512268137,755ED,20171203
000132,1,114.315756,22.704585,8,45.00,283.7,10.85,1512268146,755ED,20171203
000132,1,114.315116,22.704695,6,38.00,282.79,10.06,1512268153,755ED,20171203
000132,1,114.314251,22.704903,6,43.00,283.2,7.84,1512268163,755ED,20171203
000132,1,114.313815,22.70484,7,40.00,235.19,4.89,1512268172,755ED,20171203
000132,6,114.316567,22.704171,170,0.00,7,0.0,1512268174,755ED,20171203
000132,1,114.313662,22.704663,10,37.00,206.3,6.48,1512268177,755ED,20171203
000132,1,114.313478,22.703896,4,38.00,192.5,9.48,1512268187,755ED,20171203
000132,1,114.313294,22.703214,7,40.00,192.39,6.36,1512268196,755ED,20171203
000132,1,114.313224,22.702997,6,44.00,194.6,4.71,1512268201,755ED,20171203
000132,1,114.313011,22.70216,9,45.00,192.6,9.77,1512268212,755ED,20171203
000132,1,114.312946,22.701663,14,45.00,189.1,11.3,1512268217,755ED,20171203
000132,1,114.312766,22.701101,18,44.00,194.19,12.82,1512268222,755ED,20171203
000132,1,114.312643,22.699932,12,35.00,188.6,13.17,1512268232,755ED,20171203
000132,1,114.312517,22.699284,10,28.00,189.39,13.55,1512268237,755ED,20171203
000132,1,114.312292,22.698617,13,23.00,196.19,14.42,1512268242,755ED,20171203
000132,1,114.31222,22.698065,13,19.00,191.6,12.15,1512268247,755ED,20171203
000132,1,114.311766,22.697084,9,27.00,204.89,11.06,1512268257,755ED,20171203
000132,1,114.311495,22.696799,7,37.00,208.1,5.29,1512268262,755ED,20171203
000132,1,114.311377,22.696688,6,39.00,0,0.05,1512268272,755ED,20171203
000132,1,114.311423,22.696666,7,39.00,0,0.0,1512268277,755ED,20171203
000132,1,114.311423,22.696673,12,40.00,0,0.0,1512268288,755ED,20171203
000132,1,114.311413,22.696676,7,43.00,0,0.0,1512268296,755ED,20171203
000132,1,114.311429,22.696677,10,46.00,0,0.0,1512268303,755ED,20171203
000132,1,114.311477,22.696673,5,43.00,0,0.0,1512268311,755ED,20171203
000132,1,114.31147,22.696673,7,47.00,0,0.0,1512268322,755ED,20171203
000132,1,114.311273,22.696502,10,51.00,218.3,6.15,1512268333,755ED,20171203
000132,1,114.311019,22.696268,3,58.00,223.39,8.01,1512268337,755ED,20171203
000132,1,114.310401,22.695806,4,47.00,231.5,8.88,1512268346,755ED,20171203
